,Mesenchyme_corr,Mesenchyme_pval,Mesenchyme_qval,Mesenchyme_ci_low,Mesenchyme_ci_high,gene_annotation
ENSMUSG00000038503,0.6269564446083042,0.0,0.0,0.622958571356639,0.6309215673882765,Mesdc2
ENSMUSG00000007836,0.6265719971436049,0.0,0.0,0.6225709596014966,0.6305402783083325,Hnrnpa0
ENSMUSG00000038122,0.6192772190093461,0.0,0.0,0.6152165119976116,0.623305066614534,Tbc1d32
ENSMUSG00000010376,0.6186393402979964,0.0,0.0,0.6145734491991093,0.6226723637931434,Nedd8
ENSMUSG00000020496,0.6172415508993017,0.0,0.0,0.6131643187575287,0.6212858979290808,Rnf187
ENSMUSG00000021120,0.6164074143961528,0.0,0.0,0.6123234268029852,0.6204585067260079,Pigh
ENSMUSG00000052406,0.6161721657734818,0.0,0.0,0.6120862746342308,0.620225158826532,Rexo4
ENSMUSG00000029416,0.6159785717624038,0.0,0.0,0.6118911146822537,0.6200331284465123,Slc15a4
ENSMUSG00000032657,0.6157278105303532,0.0,0.0,0.6116383258356395,0.6197843918548229,Fam189b
ENSMUSG00000031796,0.6148870168888013,0.0,0.0,0.6107907397672114,0.6189503808136152,Cfap20
ENSMUSG00000050248,0.6139446661347536,0.0,0.0,0.609840787305103,0.618015621020945,Evc2
ENSMUSG00000034850,0.6132629403779292,0.0,0.0,0.6091535695881736,0.6173393796252792,Tmem127
ENSMUSG00000017721,0.6118639490439065,0.0,0.0,0.6077433273532652,0.6159516240588542,Pigt
ENSMUSG00000043252,0.6116532508557668,0.0,0.0,0.607530936950089,0.6157426158601856,Tmem64
ENSMUSG00000020610,0.6104726435891198,0.0,0.0,0.6063408585835601,0.6145714674821661,Amz2
ENSMUSG00000021556,0.6090767560842152,0.0,0.0,0.6049337968294467,0.6131867403553667,Golm1
ENSMUSG00000034573,0.6085585179316064,0.0,0.0,0.6044114167031349,0.6126726391827442,Ptpn13
ENSMUSG00000021807,0.6084953583948451,0.0,0.0,0.6043477526130144,0.6126099835965113,2700060E02Rik
ENSMUSG00000028293,0.6076176060817565,0.0,0.0,0.6034629938112818,0.6117392295240002,Slc35a1
ENSMUSG00000035505,0.6075892239230887,0.0,0.0,0.6034343852682408,0.6117110734870406,Cox18
ENSMUSG00000036046,0.6074834465955843,0.0,0.0,0.6033277643241414,0.6116061387994332,5031439G07Rik
ENSMUSG00000015994,0.6073496173786211,0.0,0.0,0.6031928679783993,0.6114733754805627,Fnta
ENSMUSG00000028563,0.6073378113959655,0.0,0.0,0.6031809678684928,0.6114616635168604,Tm2d1
ENSMUSG00000030741,0.606435503511919,0.0,0.0,0.6022714715006848,0.6105665359688908,Spns1
ENSMUSG00000024889,0.606431772900276,0.0,0.0,0.602267711190538,0.6105628350225942,Rce1
ENSMUSG00000041594,0.6063763165582676,0.0,0.0,0.6022118133956923,0.6105078196410475,Tmtc4
ENSMUSG00000002329,0.6061438442031828,0.0,0.0,0.6019774909196921,0.6102771953533235,Mdp1
ENSMUSG00000034659,0.6060562881700227,0.0,0.0,0.6018892382617462,0.610190335175905,Tmem109
ENSMUSG00000061898,0.6055327708235329,0.0,0.0,0.6013615577616598,0.6096709764347716,Rbak
ENSMUSG00000041203,0.6052916277461382,0.0,0.0,0.6011184982724367,0.6094317477030251,2310036O22Rik
ENSMUSG00000020238,0.6050319894600473,0.0,0.0,0.6008567974525767,0.6091741697463716,Ncln
ENSMUSG00000027746,0.6033057754822223,0.0,0.0,0.5991168934052348,0.6074616317175848,Ufm1
ENSMUSG00000042688,0.6024475386697258,0.0,0.0,0.5982518649059696,0.6066101799171434,Mapk6
ENSMUSG00000022587,0.6020440825337926,0.0,0.0,0.5978452193849753,0.6062099101076991,Ly6e
ENSMUSG00000023050,0.601271885840699,0.0,0.0,0.5970669243801878,0.6054438060134254,Map3k12
ENSMUSG00000044627,0.6004472850876083,0.0,0.0,0.5962358202022441,0.6046257027890329,Swi5
ENSMUSG00000038212,0.5998215785978713,0.0,0.0,0.5956051849417897,0.6040049207367225,Mfsd14b
ENSMUSG00000049940,0.5995172421650088,0.0,0.0,0.5952984530903909,0.6037029776585784,Pgrmc2
ENSMUSG00000029781,0.5995030533263341,0.0,0.0,0.5952841526019969,0.6036889003741029,Fkbp9
ENSMUSG00000020740,0.5982159478773103,0.0,0.0,0.5939869302419466,0.6024119034303217,Gga3
ENSMUSG00000002617,0.5981183402600453,0.0,0.0,0.5938885563060552,0.6023150615151215,Zfp40
ENSMUSG00000063894,0.5980555766090698,0.0,0.0,0.5938252999636794,0.6022527901606392,Zkscan8
ENSMUSG00000030588,0.5977877321936713,0.0,0.0,0.593555353571294,0.6019870460506309,Yif1b
ENSMUSG00000030417,0.5976984221980287,0.0,0.0,0.5934653429045271,0.6018984361736596,Pdcd5
ENSMUSG00000032388,0.5974891037901812,0.0,0.0,0.5932543827284931,0.6016907582488444,Spg21
ENSMUSG00000030084,0.596955942250253,0.0,0.0,0.5927170420163778,0.6011617726687072,Plxna1
ENSMUSG00000020592,0.5961999567424676,0.0,0.0,0.5919551372054432,0.6004117020593182,Sdc1
ENSMUSG00000020288,0.5961409966948272,0.0,0.0,0.5918957158244906,0.6003532030088585,Ahsa2
ENSMUSG00000019837,0.5948751083896011,0.0,0.0,0.5906199336985762,0.599097201565465,Gtf3c6
ENSMUSG00000046572,0.5947311148142017,0.0,0.0,0.5904748160580401,0.5989543312948417,Zfp518b
ENSMUSG00000042502,0.5940275482520813,0.0,0.0,0.5897657611625259,0.5982562494424605,Cd2bp2
ENSMUSG00000019467,0.593534004609683,0.0,0.0,0.5892683714403255,0.597766549428545,Arhgef25
ENSMUSG00000051768,0.593046704661616,0.0,0.0,0.5887772772404525,0.5972830413852256,Xrcc1
ENSMUSG00000024150,0.5923455890224605,0.0,0.0,0.5880707080514912,0.5965873760465557,Mcfd2
ENSMUSG00000008140,0.5920154748334117,0.0,0.0,0.5877380283653624,0.5962598258767499,Emc10
ENSMUSG00000054874,0.5915100821062524,0.0,0.0,0.5872287107586011,0.595758355831219,Pcnx3
ENSMUSG00000025465,0.5913057995128643,0.0,0.0,0.5870228426688697,0.5955556578678862,Echs1
ENSMUSG00000009013,0.5910443769157797,0.0,0.0,0.5867593919033163,0.59529626234926,Dynll1
ENSMUSG00000020267,0.5910310514846755,0.0,0.0,0.5867459631151666,0.5952830402201993,Hint1
ENSMUSG00000056429,0.5909684389165488,0.0,0.0,0.586682864932014,0.5952209130093846,Tgoln1
ENSMUSG00000044807,0.5902944217881848,0.0,0.0,0.5860036235085533,0.5945521174775905,Zfp354c
ENSMUSG00000032353,0.5900799200382886,0.0,0.0,0.5857874604241553,0.5943392762324629,Tmed3
ENSMUSG00000030286,0.5892336569247666,0.0,0.0,0.5849346488874906,0.5934995584053023,Emc3
ENSMUSG00000046351,0.5891936222251634,0.0,0.0,0.5848943046330063,0.5934598331175873,Zfp322a
ENSMUSG00000014867,0.5879621879220188,0.0,0.0,0.583653359068004,0.5922379059159961,Surf4
ENSMUSG00000034793,0.5876895484956369,0.0,0.0,0.5833786165705636,0.5919673687018698,G6pc3
ENSMUSG00000056153,0.5874833912105863,0.0,0.0,0.5831708696957909,0.5917628003721332,Socs6
ENSMUSG00000039740,0.5874573068168728,0.0,0.0,0.5831445842167924,0.5917369169843542,Alg2
ENSMUSG00000026659,0.5872070598782615,0.0,0.0,0.5828924085767703,0.5914885979963728,Dusp12
ENSMUSG00000015488,0.5871114116296758,0.0,0.0,0.58279602336824,0.5913936864257883,Cacfd1
ENSMUSG00000047749,0.5869703263358788,0.0,0.0,0.5826538512483685,0.5912536875472499,Zc3hav1l
ENSMUSG00000029075,0.5866948614890966,0.0,0.0,0.5823762651674037,0.5909803431499343,Tnfrsf4
ENSMUSG00000011158,0.586659583094868,0.0,0.0,0.5823407151824544,0.5909453362475898,Brf1
ENSMUSG00000027353,0.5865294033880231,0.0,0.0,0.5822095334300617,0.5908161582248415,Mcm8
ENSMUSG00000074748,0.5858410174757841,0.0,0.0,0.5815158524739723,0.5901330655304201,Atxn7l3b
ENSMUSG00000018761,0.5850860273545622,0.0,0.0,0.5807550622227158,0.5893838737013575,Mpdu1
ENSMUSG00000042570,0.5845411895165427,0.0,0.0,0.5802060434263434,0.5888432156023904,Mier2
ENSMUSG00000024968,0.5839599919718514,0.0,0.0,0.5796203902501652,0.5882664724872901,Rcor2
ENSMUSG00000025228,0.5829691449864809,0.0,0.0,0.5786219574761722,0.5872832094763141,Actr1a
ENSMUSG00000031969,0.5821188671989704,0.0,0.0,0.577765180466291,0.5864394295899864,Acad8
ENSMUSG00000025173,0.5818353274930109,0.0,0.0,0.57747947561639,0.5861580546357317,Wdr45b
ENSMUSG00000052423,0.5817892557974788,0.0,0.0,0.5774330522125086,0.5861123345870967,B4galt3
ENSMUSG00000057894,0.5816242415995418,0.0,0.0,0.5772667785379634,0.5859485796508989,Zfp329
ENSMUSG00000029475,0.5815580329897633,0.0,0.0,0.5772000646902473,0.5858828761951451,Kdm2b
ENSMUSG00000031878,0.5813746046407469,0.0,0.0,0.5770152369032355,0.5857008470585227,Nae1
ENSMUSG00000109336,0.5807800558488034,0.0,0.0,0.5764161551631036,0.58511083055294,Samd4b
ENSMUSG00000028617,0.5807778119428113,0.0,0.0,0.5764138941580494,0.5851086037437129,Lrrc42
ENSMUSG00000022568,0.5807441781683549,0.0,0.0,0.5763800040947687,0.5850752262238331,Scrib
ENSMUSG00000001034,0.5805101764139143,0.0,0.0,0.5761442196662429,0.5848430069145942,Mapk7
ENSMUSG00000097919,0.5799020382562636,0.0,0.0,0.5755314519836324,0.5842394977638142,Gm27021
ENSMUSG00000032997,0.5798327755312952,0.0,0.0,0.5754616622991426,0.5841707619463878,Chpf
ENSMUSG00000051853,0.5794274914997821,0.0,0.0,0.5750532960918618,0.5837685598152789,Arf3
ENSMUSG00000029821,0.5793100134933713,0.0,0.0,0.5749349250753875,0.5836519747483025,Dfna5
ENSMUSG00000031652,0.579293381936429,0.0,0.0,0.574918167108323,0.5836354695918169,N4bp1
ENSMUSG00000018287,0.579201695972135,0.0,0.0,0.5748257843398715,0.5835444803798826,Spag7
ENSMUSG00000002059,0.5787105228911267,0.0,0.0,0.5743308802920893,0.5830570380309652,Rab34
ENSMUSG00000026510,0.5783840303700875,0.0,0.0,0.5740019094944827,0.5827330236703894,Trp53bp2
ENSMUSG00000070699,0.5780435202858671,0.0,0.0,0.5736588162388128,0.582395096670448,Sars2
ENSMUSG00000035478,0.5780352010907351,0.0,0.0,0.5736504339520074,0.5823868405652929,Mbd3
ENSMUSG00000032180,0.5780143352519649,0.0,0.0,0.5736294098735215,0.582366132962074,Tmed1
ENSMUSG00000025872,0.5776565712671817,0.0,0.0,0.5732689336221289,0.5820110811927137,Thoc3
ENSMUSG00000021687,0.5774173728559986,0.0,0.0,0.5730279227565269,0.5817736952230258,Scamp1
ENSMUSG00000020921,0.5773659051718167,0.0,0.0,0.5729760651906183,0.5817226174200207,Tmem101
ENSMUSG00000020460,0.5770948757759051,0.0,0.0,0.5727029832531306,0.5814536405758168,Rps27a
ENSMUSG00000025786,0.5765007293663237,0.0,0.0,0.5721043407045008,0.5808639904040759,Zdhhc3
ENSMUSG00000020167,0.5761284667726599,0.0,0.0,0.5717292634405913,0.5804945425961145,Tcf3
ENSMUSG00000045136,0.5759948402713461,0.0,0.0,0.5715946270403992,0.5803619260451804,Tubb2b
ENSMUSG00000019917,0.57581822942745,0.0,0.0,0.571416681801638,0.5801866496723662,Sept10
ENSMUSG00000029815,0.5756290039218885,0.0,0.0,0.5712260270495892,0.5799988535052449,Malsu1
ENSMUSG00000000378,0.5750751892271138,0.0,0.0,0.5706680320457872,0.5794492194497687,Ccm2
ENSMUSG00000042766,0.5748495289548228,0.0,0.0,0.5704406696096042,0.5792252615020671,Trim46
ENSMUSG00000030095,0.5746158618676104,0.0,0.0,0.5702052406748721,0.5789933564447041,Tmem43
ENSMUSG00000048154,0.5744690291344758,0.0,0.0,0.5700573011950526,0.5788476305811173,Kmt2d
ENSMUSG00000047342,0.5744009304467247,0.0,0.0,0.5699886893128857,0.5787800451469347,Zfp286
ENSMUSG00000025577,0.5742569303576917,0.0,0.0,0.5698436042360926,0.578637130175275,Cbx2
ENSMUSG00000024736,0.5742056744785222,0.0,0.0,0.5697919622291041,0.5785862604715434,Tmem132a
ENSMUSG00000031711,0.572823572270657,0.0,0.0,0.5683994613222787,0.5772145585401581,Zfp330
ENSMUSG00000109324,0.5727992773271994,0.0,0.0,0.5683749838145334,0.5771904461937757,Prmt1
ENSMUSG00000023944,0.5726442966972052,0.0,0.0,0.5682188387673364,0.5770366301942502,Hsp90ab1
ENSMUSG00000023175,0.572599006556074,0.0,0.0,0.5681732084076009,0.5769916803353873,Bsg
ENSMUSG00000078681,0.5723899284220445,0.0,0.0,0.5679625600357741,0.5767841727409172,Tm2d3
ENSMUSG00000021038,0.5721912064962894,0.0,0.0,0.5677623461879929,0.5765869430359801,Vipas39
ENSMUSG00000009630,0.5720430334564854,0.0,0.0,0.5676130610672894,0.5764398823074581,Ppp2cb
ENSMUSG00000018199,0.5719546966510134,0.0,0.0,0.5675240614075161,0.5763522084967213,Trove2
ENSMUSG00000027438,0.5716356950412884,0.0,0.0,0.5672026669623511,0.5760356002487579,Napb
ENSMUSG00000001910,0.5709382935290724,0.0,0.0,0.5665000389343363,0.5753434265075854,Nacc1
ENSMUSG00000032171,0.570882864300058,0.0,0.0,0.5664441945804978,0.5752884125093152,Pin1
ENSMUSG00000009905,0.570613749515836,0.0,0.0,0.5661730649006455,0.5750213131478505,Kdsr
ENSMUSG00000040857,0.5706024435952005,0.0,0.0,0.5661616743522179,0.5750100918776194,Erf
ENSMUSG00000020519,0.5705345865275061,0.0,0.0,0.5660933093921461,0.5749427428388124,Sap30l
ENSMUSG00000034707,0.5703888122360358,0.0,0.0,0.565946444224881,0.5747980597209822,Gns
ENSMUSG00000025066,0.5700868781643967,0.0,0.0,0.5656422515804684,0.5744983848589343,Sfr1
ENSMUSG00000043059,0.569902589765752,0.0,0.0,0.5654565852343829,0.5743154748096089,Zfp513
ENSMUSG00000035890,0.5692567974040516,0.0,0.0,0.5648059677584258,0.5736745090493064,Rnf126
ENSMUSG00000020736,0.5690408176540045,0.0,0.0,0.5645883755247628,0.5734601423076013,Nt5c
ENSMUSG00000014856,0.5689749382306105,0.0,0.0,0.5645220043752396,0.5733947547731201,Tmem208
ENSMUSG00000025236,0.5683573955522732,0.0,0.0,0.5638998551382444,0.5727818202413286,Adpgk
ENSMUSG00000023973,0.5682712135580225,0.0,0.0,0.5638130306718614,0.5726962809497133,Cnpy3
ENSMUSG00000084786,0.5680337283299083,0.0,0.0,0.5635737755416004,0.5724605662702027,Ubl5
ENSMUSG00000059975,0.568020102890517,0.0,0.0,0.5635600485788239,0.572447042391788,Zfp74
ENSMUSG00000028223,0.5677891534699335,0.0,0.0,0.5633273787247987,0.5722178140501023,Decr1
ENSMUSG00000038467,0.5676270773197875,0.0,0.0,0.5631640956279608,0.5720569453089566,Chmp4b
ENSMUSG00000020225,0.5674726528030672,0.0,0.0,0.5630085214688563,0.5719036708822666,Tmbim4
ENSMUSG00000022614,0.5671540377051097,0.0,0.0,0.5626875353806119,0.5715874277202795,Lmf2
ENSMUSG00000001289,0.5669382187799076,0.0,0.0,0.5624701111931287,0.5713732147148236,Pfdn5
ENSMUSG00000031516,0.5667683028265552,0.0,0.0,0.5622989318388103,0.5712045626896594,Dctn6
ENSMUSG00000040212,0.5667420892710093,0.0,0.0,0.562272523407881,0.5711785440915859,Emp3
ENSMUSG00000030591,0.566507320534171,0.0,0.0,0.56203600977255,0.5709455209973939,Psmd8
ENSMUSG00000026556,0.5664795038301425,0.0,0.0,0.5620079863717077,0.5709179110794192,Vangl2
ENSMUSG00000036822,0.5663803708631063,0.0,0.0,0.5619081168635538,0.5708195149733745,Topors
ENSMUSG00000004937,0.5659469654403462,0.0,0.0,0.561471492843085,0.5703893295805442,Sgta
ENSMUSG00000045598,0.565939347363808,0.0,0.0,0.5614638182147287,0.57038176808149,Zfp553
ENSMUSG00000036309,0.565759779024598,0.0,0.0,0.561282917095852,0.5702035331318304,Skp1a
ENSMUSG00000003929,0.5657021902554172,0.0,0.0,0.5612249009858997,0.5701463719010104,Zfp81
ENSMUSG00000037907,0.5650083109255268,0.0,0.0,0.5605258761433325,0.5694576405406553,Ankrd13b
ENSMUSG00000074358,0.5647273113950994,0.0,0.0,0.5602427946575408,0.5691787240005174,Ccdc61
ENSMUSG00000009733,0.564488399925121,0.0,0.0,0.560002113891031,0.5689415827250969,Tfcp2
ENSMUSG00000034022,0.5644006021288319,0.0,0.0,0.5599136660845964,0.5688544352731513,Cpsf1
ENSMUSG00000020538,0.564371929181584,0.0,0.0,0.5598847808796092,0.5688259746932713,Srebf1
ENSMUSG00000047379,0.5642021668028786,0.0,0.0,0.5597137620213567,0.5686574694480949,B4gat1
ENSMUSG00000027932,0.5641255711368918,0.0,0.0,0.5596365995652488,0.5685814408700506,Slc27a3
ENSMUSG00000027575,0.5637404885342716,0.0,0.0,0.55924866862015,0.5681992081330889,Arfgap1
ENSMUSG00000032252,0.5636174698832643,0.0,0.0,0.5591247404510552,0.5680770994958646,Glce
ENSMUSG00000020941,0.5634624579589447,0.0,0.0,0.5589685827575334,0.567923233971629,Map3k14
ENSMUSG00000026064,0.5631717666310396,0.0,0.0,0.558675743646756,0.567634691628527,Ptp4a1
ENSMUSG00000010047,0.5631252913674835,0.0,0.0,0.5586289251030548,0.5675885598395574,Hyal2
ENSMUSG00000032374,0.5629674975398647,0.0,0.0,0.558469965977003,0.5674319319752307,Plod2
ENSMUSG00000024218,0.562850768823495,0.0,0.0,0.5583523754382591,0.567316065577726,Taf11
ENSMUSG00000016559,0.5628104845908998,0.0,0.0,0.5583117938242069,0.5672760788988506,H3f3b
ENSMUSG00000055917,0.5627344214759236,0.0,0.0,0.5582351692638756,0.5672005775557759,Zfp277
ENSMUSG00000063801,0.5621878775968479,0.0,0.0,0.5576845934325967,0.5666580680246988,Ap3s2
ENSMUSG00000044715,0.5620892406842788,0.0,0.0,0.5575852292799414,0.5665601587938346,Gskip
ENSMUSG00000034868,0.5619376452231573,0.0,0.0,0.5574325163722642,0.5664096814634996,Myl12b
ENSMUSG00000035596,0.5617629283454026,0.0,0.0,0.5572565119925892,0.5662362528845274,Mboat7
ENSMUSG00000019818,0.5614695972586529,0.0,0.0,0.5569610202374516,0.5659450838239247,Cd164
ENSMUSG00000013858,0.5613875133909346,0.0,0.0,0.5568783319467051,0.5658636047636494,Tmem259
ENSMUSG00000053134,0.5612783727818478,0.0,0.0,0.556768387821207,0.5657552681851254,Supt7l
ENSMUSG00000022091,0.5612047941729287,0.0,0.0,0.5566942676000682,0.5656822315369966,Sorbs3
ENSMUSG00000037553,0.5602196583324854,0.0,0.0,0.5557018870913583,0.564704345182844,Zdhhc18
ENSMUSG00000075701,0.5601432417360462,0.0,0.0,0.5556249090669136,0.5646284903998826,Selenos
ENSMUSG00000024069,0.559930650895698,0.0,0.0,0.5554107567423233,0.564417462125046,Slc30a6
ENSMUSG00000026646,0.5599069083675868,0.0,0.0,0.5553868398620545,0.5643938940706619,Suv39h2
ENSMUSG00000031683,0.5597533234616204,0.0,0.0,0.555232127293067,0.564241437618058,Lsm6
ENSMUSG00000038644,0.5597241012716161,0.0,0.0,0.5552026905810614,0.5642124301012031,Pold1
ENSMUSG00000061032,0.5596997316548102,0.0,0.0,0.5551781420739725,0.564188239500918,Rrp1
ENSMUSG00000036327,0.5595890003697722,0.0,0.0,0.5550665980419355,0.564078321538643,Qsox2
ENSMUSG00000037020,0.5595426573688653,0.0,0.0,0.5550199149403171,0.5640323188804668,Wdr62
ENSMUSG00000037375,0.5588400547974679,0.0,0.0,0.5543121596190032,0.563334872804214,Hhat
ENSMUSG00000006931,0.5586903641621245,0.0,0.0,0.5541613720279666,0.5631862799409056,P3h4
ENSMUSG00000021072,0.558444749276396,0.0,0.0,0.5539139578830367,0.5629424656678518,Tmx1
ENSMUSG00000110834,0.5580831883909754,0.0,0.0,0.5535497498285242,0.5625835539755745,CAAA01180111.2
ENSMUSG00000075318,0.557967490685198,0.0,0.0,0.5534332054078726,0.5624687036403159,Scn2a
ENSMUSG00000058793,0.5577508231387713,0.0,0.0,0.5532149526927951,0.5622536225007421,Cds2
ENSMUSG00000017176,0.5576767888208951,0.0,0.0,0.5531403768727196,0.5621801301112529,Nt5c3b
ENSMUSG00000031819,0.557617198202723,0.0,0.0,0.5530803504493441,0.5621209756424715,Emc8
ENSMUSG00000041779,0.5575819924494662,0.0,0.0,0.5530448872473154,0.5620860275418107,Tram2
ENSMUSG00000016946,0.5575411906677288,0.0,0.0,0.5530037871153507,0.5620455243469695,Kctd5
ENSMUSG00000006463,0.5573199146773712,0.0,0.0,0.5527808934983524,0.5618258672751021,Zdhhc24
ENSMUSG00000090000,0.557143302202859,0.0,0.0,0.5526029903735713,0.5616505464920667,Ier3ip1
ENSMUSG00000061479,0.5571150825005492,0.0,0.0,0.5525745644853969,0.5616225331428206,Snrpa
ENSMUSG00000006024,0.5569998415504362,0.0,0.0,0.552458481642606,0.5615081347705556,Napa
ENSMUSG00000031988,0.5568066540843151,0.0,0.0,0.5522638832407637,0.561316359397329,Vps26b
ENSMUSG00000038079,0.556793507014763,0.0,0.0,0.5522506401701884,0.56130330840794,Tmem237
ENSMUSG00000036078,0.5567863922774089,0.0,0.0,0.5522434734813713,0.561296245664897,Sigmar1
ENSMUSG00000042694,0.5567854058559538,0.0,0.0,0.5522424798571681,0.5612952664521319,Obfc1
ENSMUSG00000022827,0.5565114634802402,0.0,0.0,0.5519665376818856,0.561023325536944,Rabl3
ENSMUSG00000032534,0.5564031675400534,0.0,0.0,0.5518574514478742,0.5609158205531464,Cep63
ENSMUSG00000034118,0.5560147707261283,0.0,0.0,0.5514662215725489,0.5605302592045793,Tpst1
ENSMUSG00000037089,0.5557572918268812,0.0,0.0,0.5512068656621082,0.5602746589340517,Slc35b2
ENSMUSG00000021028,0.5556965562528746,0.0,0.0,0.5511456874562979,0.5602143663761737,Mbip
ENSMUSG00000069727,0.5552830329047833,0.0,0.0,0.5507291517123708,0.5598038580687601,Zfp975
ENSMUSG00000053929,0.5548735853178773,0.0,0.0,0.5503167236550657,0.5593973936193393,Cyhr1
ENSMUSG00000028857,0.5548528397179269,0.0,0.0,0.5502958271019419,0.5593767991089751,Tmem222
ENSMUSG00000035278,0.5548497786914819,0.0,0.0,0.5502927438027436,0.5593737603754217,Plekhj1
ENSMUSG00000057181,0.5548420190331391,0.0,0.0,0.550284927683846,0.5593660572286959,5730455P16Rik
ENSMUSG00000030657,0.5548402815906899,0.0,0.0,0.5502831775995882,0.5593643324394908,Xylt1
ENSMUSG00000039323,0.5546746903192972,0.0,0.0,0.5501163816529606,0.5591999469371963,Igfbp2
ENSMUSG00000033184,0.5546446387832092,0.0,0.0,0.5500861115311682,0.5591701141861695,Tmed7
ENSMUSG00000045665,0.5544364269432643,0.0,0.0,0.5498763855508275,0.5589634178749651,Mfsd5
ENSMUSG00000049670,0.554029839770207,0.0,0.0,0.5494668432869334,0.5585597885396248,Morn4
ENSMUSG00000097560,0.5539238335214451,0.0,0.0,0.5493600669411343,0.5584545531118472,Gm26904
ENSMUSG00000020451,0.5537439357902082,0.0,0.0,0.5491788626590721,0.5582759631673643,Limk2
ENSMUSG00000003269,0.5537053298741007,0.0,0.0,0.5491399764140948,0.5582376378465621,Cyth2
ENSMUSG00000059409,0.5536401803666722,0.0,0.0,0.5490743538818297,0.5581729618145608,Ppp2r5d
ENSMUSG00000074829,0.5533607867372148,0.0,0.0,0.5487929323239891,0.5578955980596024,2010315B03Rik
ENSMUSG00000031816,0.5533274790266097,0.0,0.0,0.5487593829244316,0.5578625322714429,Mthfsd
ENSMUSG00000024050,0.5531657216605547,0.0,0.0,0.5485964520163352,0.5577019495858854,Wiz
ENSMUSG00000047881,0.5526812433930766,0.0,0.0,0.5481084609582167,0.5572209875635391,Rell1
ENSMUSG00000040372,0.5526257697259125,0.0,0.0,0.5480525852685957,0.5571659163186532,Gpr63
ENSMUSG00000030602,0.5525043724213451,0.0,0.0,0.5479303083296685,0.5570453995264688,Pak4
ENSMUSG00000028173,0.552498824225648,0.0,0.0,0.5479247199368965,0.5570398915680753,Wls
ENSMUSG00000018547,0.5522048597394602,0.0,0.0,0.5476286262408447,0.5567480584357734,Pip4k2b
ENSMUSG00000021242,0.5521062232472423,0.0,0.0,0.5475292755728995,0.5566501368442074,Npc2
ENSMUSG00000038886,0.5519781635327575,0.0,0.0,0.5474002888368988,0.5565230050965462,Man2a2
ENSMUSG00000030849,0.5519580634125825,0.0,0.0,0.5473800432321354,0.5565030506097586,Fgfr2
ENSMUSG00000001521,0.5519478663046409,0.0,0.0,0.5473697723196166,0.5564929273819261,Tulp3
ENSMUSG00000021013,0.5516322492067782,0.0,0.0,0.5470518715318226,0.5561795963264888,Ttc8
ENSMUSG00000022451,0.5514578745534305,0.0,0.0,0.5468762357338397,0.5560064841296716,Twf1
ENSMUSG00000008734,0.5514202991637307,0.0,0.0,0.5468383886372667,0.5559691807306748,Gprc5b
ENSMUSG00000004568,0.5513217477026542,0.0,0.0,0.5467391246415579,0.5558713425505599,Arhgef18
ENSMUSG00000055302,0.5513212258878909,0.0,0.0,0.5467385990543766,0.5558708245121736,Mrfap1
ENSMUSG00000028597,0.5512779101134282,0.0,0.0,0.5466949701445882,0.5558278222019477,Gpx7
ENSMUSG00000001418,0.5512296328466127,0.0,0.0,0.5466463439045016,0.5557798942756185,Glmp
ENSMUSG00000006134,0.5508826024895584,0.0,0.0,0.5462968059406953,0.55543537418448,Crkl
